[2020-09-15 00:25:17,264] I kiwoom.py | Kiwoom-__init__-0022 I DEBUG    > Kiwoom() class start.
[2020-09-15 00:25:52,005] I kiwoom.py | Kiwoom-__init__-0021 I DEBUG    > Kiwoom() class start.
[2020-09-15 00:25:56,327] I kiwoom.py | Kiwoom-login_slot-0216 I DEBUG    > 정상처리
[2020-09-15 00:25:56,327] I kiwoom.py | Kiwoom-get_account_info-0227 I DEBUG    > 계좌번호 : 8144669711
[2020-09-15 00:25:56,327] I kiwoom.py | Kiwoom-condition_signal-0210 I DEBUG    > 조건식 요청하는 부분
[2020-09-15 00:25:56,461] I kiwoom.py | Kiwoom-condition_slot-0131 I DEBUG    > 호출 성공 여부 1, 호출 결과 메시지 [OK] 사용자 조건검색식 읽기
[2020-09-15 00:25:56,461] I kiwoom.py | Kiwoom-condition_slot-0134 I DEBUG    > HTS의 조건식 이름 가져오기 000^단타1;001^이동평균선;
[2020-09-15 00:25:56,462] I kiwoom.py | Kiwoom-condition_slot-0136 I DEBUG    > ['000^단타1', '001^이동평균선']
[2020-09-15 00:25:56,462] I kiwoom.py | Kiwoom-condition_slot-0143 I DEBUG    > 조건식 분리 번호 : 0 조건식이름 :[단타1]
[2020-09-15 00:25:56,462] I kiwoom.py | Kiwoom-condition_slot-0149 I DEBUG    > OK : 성공여부 1
[2020-09-15 00:25:56,462] I kiwoom.py | Kiwoom-condition_slot-0143 I DEBUG    > 조건식 분리 번호 : 1 조건식이름 :[이동평균선]
[2020-09-15 00:25:56,463] I kiwoom.py | Kiwoom-condition_slot-0149 I DEBUG    > OK : 성공여부 1
[2020-09-15 00:25:56,508] I kiwoom.py | Kiwoom-condition_tr_slot-0152 I DEBUG    > condition_tr_slot 스크린번호 : 0156 / 종목코드리스트 : 002760;032800;050760;065170;066700;080000;080470;087260;118990;123040;155650;170030; / 조건식이름 : 단타1 / 조건식인덱스 0 /
[2020-09-15 00:25:56,509] I kiwoom.py | Kiwoom-condition_tr_slot-0152 I DEBUG    > condition_tr_slot 스크린번호 : 0156 / 종목코드리스트 : 000660;001340;002700;008350;011090;016740;018290;025980;028670;033160;035080;043910;045390;047040;055550;074610;078130;089230;106520;115480;131180;142760;204320; / 조건식이름 : 이동평균선 / 조건식인덱스 1 /
[2020-09-15 00:25:56,509] I kiwoom.py | Kiwoom-condition_tr_slot-0155 I DEBUG    > 코드종목 
 ['000660', '001340', '002700', '008350', '011090', '016740', '018290', '025980', '028670', '033160', '035080', '043910', '045390', '047040', '055550', '074610', '078130', '089230', '106520', '115480', '131180', '142760', '204320']
[2020-09-15 00:25:56,509] I kiwoom.py | Kiwoom-condition_tr_slot-0158 I DEBUG    > 
 	 aaaaaaaaaaaaaaaaaaaaa 
 조건검색식으로 검색된 종목 개수 : 23 
 	 aaaaaaaaaaaaaaaaaaaaa 

[2020-09-15 00:25:56,537] I kiwoom.py | Kiwoom-msg_slot-0927 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-09-15 00:25:56,538] I kiwoom.py | Kiwoom-trdata_slot-0272 I DEBUG    > 예수금 : 3660146
[2020-09-15 00:25:56,614] I kiwoom.py | Kiwoom-msg_slot-0927 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-09-15 00:25:56,615] I kiwoom.py | Kiwoom-trdata_slot-0287 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 000000000988585 - -00000000007620 - -00000000.77
[2020-09-15 00:25:56,615] I kiwoom.py | Kiwoom-trdata_slot-0304 I DEBUG    > 종목코드: 025980 - 종목명: 아난티                                   - 보유수량: 000000000000026 - 매입가:000000000009275 - 수익률: -00000000.57 - 현재가: 000000009310
[2020-09-15 00:25:56,615] I kiwoom.py | Kiwoom-trdata_slot-0304 I DEBUG    > 종목코드: 045390 - 종목명: 대아티아이                               - 보유수량: 000000000000038 - 매입가:000000000006510 - 수익률: 000000001.95 - 현재가: 000000006700
[2020-09-15 00:25:56,615] I kiwoom.py | Kiwoom-trdata_slot-0304 I DEBUG    > 종목코드: 074610 - 종목명: 이엔플러스                               - 보유수량: 000000000000102 - 매입가:000000000004902 - 수익률: -00000002.21 - 현재가: 000000004840
[2020-09-15 00:25:56,615] I kiwoom.py | Kiwoom-trdata_slot-0327 I DEBUG    > sPreNext : 
[2020-09-15 00:25:56,616] I kiwoom.py | Kiwoom-trdata_slot-0328 I DEBUG    > 계좌에 가지고 있는 종목은 3 
[2020-09-15 00:26:01,687] I kiwoom.py | Kiwoom-msg_slot-0927 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
